CUSTOMER;AGE;GENDER;OCCUPATION;TOTAL_INCOME;AREA;OBJECT_VER_NEW
1528;52;P;WIRASWASTA NON FORMAL;2500000;03. JATIM;MOTOR BARU
1529;51;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
1530;46;L;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;2W_MPL
1531;29;L;WIRASWASTA FORMAL;3500000;01. JABOTABEK;MOTOR BARU
1532;43;L;WIRASWASTA NON FORMAL;14550000;07. BALI & NTT/B;4W_MPL
1533;29;L;PEG.SWASTA NON FORMAL;2400000;03. JATIM;2W_MPL
1534;44;L;WIRASWASTA NON FORMAL;8000000;03. JATIM;2W_MPL
1535;39;L;WIRASWASTA FORMAL;15000000;07. BALI & NTT/B;MOTOR BARU
1536;33;P;PEG.SWASTA FORMAL;3200000;07. BALI & NTT/B;MOTOR BARU
1537;22;L;PEG.SWASTA FORMAL;4000000;02. JABAR;MOTOR BARU
1538;26;L;PEG.SWASTA FORMAL;2300000;02. JABAR;MOTOR BEKAS
1539;29;P;PEG.SWASTA FORMAL;5000000;03. JATIM;MOTOR BARU
1540;41;L;WIRASWASTA NON FORMAL;3000000;03. JATIM;MOTOR BARU
1541;37;L;WIRASWASTA NON FORMAL;4500000;03. JATIM;MOTOR BEKAS
1542;28;L;WIRASWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
1543;32;L;WIRASWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
1544;26;L;PEG.SWASTA NON FORMAL;2000000;02. JABAR;MOTOR BEKAS
1545;52;L;WIRASWASTA NON FORMAL;1800000;02. JABAR;MOTOR BEKAS
1546;48;P;WIRASWASTA NON FORMAL;4000000;02. JABAR;MOTOR BEKAS
1547;25;L;PEG.SWASTA NON FORMAL;2500000;02. JABAR;2W_MPL
1548;45;P;PEG.NEGERI;3200000;02. JABAR;MOTOR BARU
1549;37;P;WIRASWASTA FORMAL;16200000;01. JABOTABEK;MOBIL BEKAS
1550;26;L;PEG.SWASTA FORMAL;4500000;01. JABOTABEK;MOTOR BARU
1551;26;L;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BARU
1552;50;P;WIRASWASTA NON FORMAL;9500000;01. JABOTABEK;MOTOR BARU
1553;54;L;WIRASWASTA NON FORMAL;3000000;01. JABOTABEK;MOTOR BARU
1554;45;L;WIRASWASTA NON FORMAL;3000000;01. JABOTABEK;MOTOR BEKAS
1555;19;P;PEG.SWASTA NON FORMAL;3500000;01. JABOTABEK;2W_MPL
1556;35;L;PEG.SWASTA NON FORMAL;2500000;01. JABOTABEK;2W_MPL
1557;39;L;WIRASWASTA NON FORMAL;3500000;01. JABOTABEK;2W_MPL
1558;35;L;PEG.SWASTA FORMAL;4500000;01. JABOTABEK;MOTOR BARU
1559;40;P;WIRASWASTA NON FORMAL;3000000;01. JABOTABEK;2W_MPL
1560;37;L;WIRASWASTA NON FORMAL;4000000;01. JABOTABEK;MOTOR BARU
1561;55;L;PEG.NEGERI;5500000;01. JABOTABEK;MOTOR BARU
1562;53;L;WIRASWASTA NON FORMAL;4000000;01. JABOTABEK;MOTOR BARU
1563;30;L;WIRASWASTA NON FORMAL;5450000;01. JABOTABEK;MOTOR BARU
1564;54;L;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BARU
1565;28;L;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BARU
1566;36;L;PEG.SWASTA FORMAL;3000000;01. JABOTABEK;MOTOR BARU
1567;35;L;PEG.SWASTA FORMAL;4800000;01. JABOTABEK;MOTOR BEKAS
1568;32;P;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;2W_MPL
1569;25;L;PEG.SWASTA FORMAL;3800000;01. JABOTABEK;MOTOR BARU
1570;35;P;PEG.SWASTA FORMAL;3917300;01. JABOTABEK;MOTOR BARU
1571;44;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;2W_MPL
1572;43;P;WIRASWASTA NON FORMAL;15677476;05. KALIMANTAN;MOBIL BARU
1573;43;P;PEG.NEGERI;5000000;03. JATIM;2W_MPL
1574;40;L;WIRASWASTA NON FORMAL;16750000;07. BALI & NTT/B;MOBIL BARU
1575;48;L;WIRASWASTA NON FORMAL;8050000;07. BALI & NTT/B;4W_MPL
1576;43;L;PEG.NEGERI;4500000;07. BALI & NTT/B;MOTOR BARU
1577;45;L;PEG.SWASTA FORMAL;12539586;07. BALI & NTT/B;MOBIL BARU
1578;24;P;WIRASWASTA NON FORMAL;13500000;07. BALI & NTT/B;MOBIL BARU
1579;29;L;WIRASWASTA NON FORMAL;12500000;07. BALI & NTT/B;MOBIL BARU
1580;58;L;WIRASWASTA NON FORMAL;20000000;07. BALI & NTT/B;MOBIL BEKAS
1581;37;P;PEG.SWASTA FORMAL;23300000;07. BALI & NTT/B;MOBIL BEKAS
1582;28;L;PEG.SWASTA NON FORMAL;13670000;07. BALI & NTT/B;MOBIL BEKAS
1583;34;L;PEG.SWASTA FORMAL;11300000;07. BALI & NTT/B;MOBIL BEKAS
1584;52;L;WIRASWASTA NON FORMAL;4500000;03. JATIM;MOTOR BEKAS
1585;52;L;WIRASWASTA FORMAL;15250000;03. JATIM;MOBIL BARU
1586;26;L;WIRASWASTA NON FORMAL;1700000;03. JATIM;2W_MPL
1587;39;L;WIRASWASTA NON FORMAL;7000000;03. JATIM;MOTOR BARU
1588;37;L;PEG.SWASTA FORMAL;6000000;03. JATIM;MOTOR BARU
1589;51;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
1590;27;L;WIRASWASTA FORMAL;6000000;03. JATIM;MOTOR BARU
1591;31;L;PEG.SWASTA FORMAL;3100000;03. JATIM;MOTOR BEKAS
1592;24;L;PEG.SWASTA FORMAL;5000000;03. JATIM;MOTOR BARU
1593;44;L;WIRASWASTA NON FORMAL;3240000;01. JABOTABEK;MOTOR BARU
1594;41;L;PEG.SWASTA NON FORMAL;3700000;01. JABOTABEK;2W_MPL
1595;32;L;WIRASWASTA NON FORMAL;11000000;01. JABOTABEK;MOBIL BARU
1596;42;P;WIRASWASTA NON FORMAL;30000000;01. JABOTABEK;MOBIL BARU
1597;47;L;PEG.NEGERI;4000000;09. SUMATERA SELATAN;MOTOR BARU
1598;28;P;WIRASWASTA NON FORMAL;2000000;09. SUMATERA SELATAN;DURABLE
1599;30;P;WIRASWASTA NON FORMAL;8000000;01. JABOTABEK;MOBIL BEKAS
1600;40;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
1601;36;L;WIRASWASTA NON FORMAL;2900000;09. SUMATERA SELATAN;MOTOR BARU
1602;36;L;PEG.NEGERI;3600000;09. SUMATERA SELATAN;MOTOR BARU
1603;47;P;PEG.SWASTA FORMAL;3600000;09. SUMATERA SELATAN;MOTOR BARU
1604;33;L;WIRASWASTA NON FORMAL;4100000;09. SUMATERA SELATAN;MOTOR BEKAS
1605;52;L;WIRASWASTA NON FORMAL;4700000;08. SUMATERA UTARA;MOTOR BARU
1606;37;L;WIRASWASTA NON FORMAL;4200000;08. SUMATERA UTARA;MOTOR BARU
1607;29;P;PEG.SWASTA FORMAL;4500000;04. JATENG;MOTOR BARU
1608;48;P;PEG.NEGERI;12000000;04. JATENG;MOTOR BARU
1609;46;L;PEG.SWASTA FORMAL;5500000;08. SUMATERA UTARA;MOTOR BARU
1610;52;L;WIRASWASTA NON FORMAL;3400000;08. SUMATERA UTARA;MOTOR BARU
1611;31;L;WIRASWASTA NON FORMAL;10200000;03. JATIM;MOBIL BARU
1612;46;L;WIRASWASTA NON FORMAL;9057500;03. JATIM;MOBIL BEKAS
1613;24;L;PEG.SWASTA FORMAL;1850000;03. JATIM;MOTOR BEKAS
1614;34;P;PEG.SWASTA FORMAL;5200000;03. JATIM;MOTOR BARU
1615;25;L;PEG.SWASTA FORMAL;2800000;03. JATIM;2W_MPL
1616;28;L;PEG.SWASTA FORMAL;7600000;03. JATIM;2W_MPL
1617;44;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;2W_MPL
1618;34;L;PEG.SWASTA FORMAL;2700000;03. JATIM;MOTOR BARU
1619;31;L;PEG.SWASTA FORMAL;4300000;03. JATIM;MOTOR BARU
1620;48;L;WIRASWASTA NON FORMAL;4500000;02. JABAR;2W_MPL
1621;31;L;WIRASWASTA FORMAL;5000000;07. BALI & NTT/B;MOTOR BARU
1622;39;P;WIRASWASTA FORMAL;5000000;07. BALI & NTT/B;MOTOR BEKAS
1623;19;L;PEG.SWASTA FORMAL;1700000;02. JABAR;MOTOR BEKAS
1624;51;P;WIRASWASTA FORMAL;4500000;02. JABAR;MOTOR BARU
1625;25;L;PEG.SWASTA NON FORMAL;2600000;02. JABAR;2W_MPL
1626;48;L;WIRASWASTA NON FORMAL;3400000;02. JABAR;2W_MPL
1627;44;L;WIRASWASTA NON FORMAL;2500000;02. JABAR;MOTOR BARU
1628;45;L;WIRASWASTA NON FORMAL;4000000;02. JABAR;MOTOR BARU
1629;53;P;WIRASWASTA NON FORMAL;6000000;03. JATIM;MOTOR BARU
1630;48;P;WIRASWASTA NON FORMAL;3500000;03. JATIM;MOTOR BARU
1631;35;P;WIRASWASTA NON FORMAL;3500000;02. JABAR;MOTOR BEKAS
1632;50;L;WIRASWASTA NON FORMAL;2500000;02. JABAR;MOTOR BARU
1633;58;P;WIRASWASTA NON FORMAL;3000000;03. JATIM;2W_MPL
1634;21;L;PEG.SWASTA FORMAL;3500000;02. JABAR;MOTOR BARU
1635;28;L;WIRASWASTA NON FORMAL;3800000;02. JABAR;MOTOR BEKAS
1636;46;L;WIRASWASTA NON FORMAL;8000000;02. JABAR;MOTOR BEKAS
1637;28;L;PEG.SWASTA FORMAL;11554500;01. JABOTABEK;MOBIL BEKAS
1638;44;L;WIRASWASTA NON FORMAL;3000000;01. JABOTABEK;MOTOR BARU
1639;30;L;PEG.SWASTA NON FORMAL;1600000;01. JABOTABEK;MOTOR BEKAS
1640;35;L;PEG.SWASTA FORMAL;7500000;01. JABOTABEK;2W_MPL
1641;25;L;WIRASWASTA NON FORMAL;2500000;01. JABOTABEK;MOTOR BARU
1642;36;L;WIRASWASTA NON FORMAL;2700000;01. JABOTABEK;MOTOR BEKAS
1643;22;L;WIRASWASTA NON FORMAL;2500000;01. JABOTABEK;2W_MPL
1644;27;L;PEG.SWASTA NON FORMAL;2000000;01. JABOTABEK;MOTOR BEKAS
1645;51;L;PEG.SWASTA FORMAL;3000000;01. JABOTABEK;MOTOR BARU
1646;40;L;PEG.NEGERI;3500000;01. JABOTABEK;MOTOR BARU
1647;40;L;PEG.SWASTA FORMAL;5500000;01. JABOTABEK;MOTOR BEKAS
1648;27;L;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
1649;28;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BEKAS
1650;30;L;WIRASWASTA NON FORMAL;3800000;01. JABOTABEK;MOTOR BARU
1651;48;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BARU
1652;37;P;WIRASWASTA NON FORMAL;9000000;01. JABOTABEK;2W_MPL
1653;32;P;WIRASWASTA NON FORMAL;7580000;05. KALIMANTAN;MOTOR BARU
1654;41;L;WIRASWASTA FORMAL;10000000;03. JATIM;MOTOR BARU
1655;27;L;WIRASWASTA NON FORMAL;3200000;06. SULAWESI;MOTOR BARU
1656;48;L;WIRASWASTA NON FORMAL;15000000;01. JABOTABEK;MOTOR BARU
1657;39;L;PEG.SWASTA FORMAL;3000000;01. JABOTABEK;MOTOR BARU
1658;48;L;PEG.SWASTA FORMAL;2700000;01. JABOTABEK;MOTOR BARU
1659;19;P;PEG.SWASTA NON FORMAL;3300000;01. JABOTABEK;MOTOR BEKAS
1660;28;P;PEG.SWASTA FORMAL;1850000;03. JATIM;MOTOR BARU
1661;30;P;PEG.SWASTA FORMAL;3000000;03. JATIM;MOTOR BARU
1662;23;P;PEG.SWASTA NON FORMAL;2500000;03. JATIM;MOTOR BARU
1663;45;L;PEG.NEGERI;5500000;03. JATIM;2W_MPL
1664;35;P;WIRASWASTA NON FORMAL;4000000;03. JATIM;2W_MPL
1665;39;L;WIRASWASTA NON FORMAL;3000000;03. JATIM;MOTOR BEKAS
1666;43;P;WIRASWASTA NON FORMAL;5500000;03. JATIM;MOTOR BEKAS
1667;31;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BEKAS
1668;43;L;PEG.SWASTA NON FORMAL;3400000;04. JATENG;MOTOR BARU
1669;34;L;PEG.SWASTA FORMAL;2840000;06. SULAWESI;MOTOR BEKAS
1670;45;L;PEG.SWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BARU
1671;33;L;WIRASWASTA FORMAL;5000000;04. JATENG;MOTOR BARU
1672;37;L;WIRASWASTA NON FORMAL;10500000;03. JATIM;MOTOR BARU
1673;37;L;PEG.SWASTA NON FORMAL;7000000;06. SULAWESI;MOTOR BARU
1674;30;L;WIRASWASTA NON FORMAL;2700000;04. JATENG;MOTOR BARU
1675;38;P;WIRASWASTA NON FORMAL;9000000;04. JATENG;MOTOR BARU
1676;38;L;PEG.NEGERI;7500000;06. SULAWESI;MOTOR BARU
1677;49;L;PROFESIONAL;2400000;03. JATIM;MOTOR BARU
1678;28;L;WIRASWASTA NON FORMAL;17500000;07. BALI & NTT/B;MOTOR BARU
1679;43;L;PEG.SWASTA FORMAL;15630000;07. BALI & NTT/B;MOBIL BARU
1680;37;P;WIRASWASTA NON FORMAL;15000000;07. BALI & NTT/B;MOBIL BARU
1681;40;L;WIRASWASTA NON FORMAL;22500000;07. BALI & NTT/B;MOBIL BEKAS
1682;43;P;WIRASWASTA NON FORMAL;4500000;07. BALI & NTT/B;MOTOR BARU
1683;26;L;WIRASWASTA NON FORMAL;21000000;07. BALI & NTT/B;MOBIL BEKAS
1684;40;L;PEG.NEGERI;10993100;07. BALI & NTT/B;4W_MPL
1685;25;L;WIRASWASTA NON FORMAL;20000000;07. BALI & NTT/B;MOBIL BEKAS
1686;42;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;2W_MPL
1687;34;L;WIRASWASTA NON FORMAL;8000000;08. SUMATERA UTARA;MOTOR BEKAS
1688;27;P;WIRASWASTA NON FORMAL;1200000;03. JATIM;DURABLE
1689;43;L;PEG.SWASTA FORMAL;5500000;03. JATIM;MOTOR BARU
1690;32;P;WIRASWASTA NON FORMAL;4500000;03. JATIM;MOTOR BARU
1691;28;L;PEG.SWASTA FORMAL;6500000;03. JATIM;MOTOR BEKAS
1692;55;L;PEG.SWASTA NON FORMAL;9900000;06. SULAWESI;DURABLE
1693;30;P;WIRASWASTA NON FORMAL;20000000;04. JATENG;MOTOR BARU
1694;39;P;WIRASWASTA NON FORMAL;2800000;04. JATENG;MOTOR BARU
1695;23;L;PEG.SWASTA FORMAL;4900000;03. JATIM;MOTOR BARU
1696;28;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
1697;44;P;WIRASWASTA NON FORMAL;10000000;04. JATENG;MOTOR BARU
1698;25;P;WIRASWASTA NON FORMAL;5200000;04. JATENG;MOTOR BARU
1699;19;L;WIRASWASTA NON FORMAL;4000000;02. JABAR;MOTOR BEKAS
1700;53;L;WIRASWASTA NON FORMAL;5500000;01. JABOTABEK;MOTOR BARU
1701;29;L;WIRASWASTA NON FORMAL;7500000;04. JATENG;MOTOR BARU
1702;38;P;WIRASWASTA NON FORMAL;5500000;04. JATENG;MOTOR BARU
1703;30;L;WIRASWASTA NON FORMAL;6000000;04. JATENG;MOTOR BEKAS
1704;26;P;WIRASWASTA NON FORMAL;1800000;06. SULAWESI;DURABLE
1705;33;L;PEG.SWASTA FORMAL;2500000;04. JATENG;MOTOR BEKAS
1706;22;P;PEG.SWASTA FORMAL;4000000;04. JATENG;MOTOR BARU
1707;41;L;PEG.SWASTA FORMAL;6000000;04. JATENG;MOTOR BEKAS
1708;21;P;PEG.SWASTA FORMAL;2420000;03. JATIM;MOTOR BARU
1709;51;L;WIRASWASTA NON FORMAL;4000000;01. JABOTABEK;2W_MPL
1710;39;P;PEG.SWASTA NON FORMAL;4300000;04. JATENG;MOTOR BARU
1711;43;P;WIRASWASTA NON FORMAL;2500000;04. JATENG;MOTOR BARU
1712;26;P;PEG.SWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BEKAS
1713;58;P;WIRASWASTA NON FORMAL;20000000;01. JABOTABEK;MOTOR BARU
1714;54;L;WIRASWASTA NON FORMAL;4000000;01. JABOTABEK;MOTOR BARU
1715;37;P;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
1716;24;L;PEG.SWASTA FORMAL;3500000;02. JABAR;MOTOR BEKAS
1717;43;L;WIRASWASTA NON FORMAL;5250000;03. JATIM;MOTOR BARU
1718;37;L;PEG.SWASTA FORMAL;2450000;03. JATIM;MOTOR BARU
1719;26;L;PEG.SWASTA FORMAL;2500000;03. JATIM;MOTOR BARU
1720;52;L;PEG.NEGERI;3500000;03. JATIM;MOTOR BARU
1721;54;P;PEG.SWASTA NON FORMAL;3400000;04. JATENG;MOTOR BEKAS
1722;37;L;WIRASWASTA NON FORMAL;1700000;04. JATENG;MOTOR BEKAS
1723;28;P;PEG.SWASTA NON FORMAL;4000000;08. SUMATERA UTARA;MOTOR BEKAS
1724;35;P;PEG.SWASTA FORMAL;4800000;08. SUMATERA UTARA;MOTOR BEKAS
1725;28;L;PEG.SWASTA FORMAL;3500000;03. JATIM;MOTOR BARU
1726;48;L;PEG.SWASTA FORMAL;2100000;03. JATIM;MOTOR BEKAS
1727;24;L;WIRASWASTA NON FORMAL;2000000;02. JABAR;MOTOR BEKAS
1728;27;L;PEG.SWASTA FORMAL;3400000;03. JATIM;MOTOR BARU
1729;36;L;WIRASWASTA FORMAL;54000000;09. SUMATERA SELATAN;4W_MPL
1730;26;L;PEG.SWASTA NON FORMAL;2700000;08. SUMATERA UTARA;MOTOR BEKAS
1731;26;P;PEG.SWASTA FORMAL;3500000;08. SUMATERA UTARA;MOTOR BARU
1732;23;L;WIRASWASTA NON FORMAL;14000000;03. JATIM;MOBIL BEKAS
1733;25;L;WIRASWASTA NON FORMAL;6000000;03. JATIM;MOTOR BARU
1734;22;L;PEG.SWASTA FORMAL;5300000;03. JATIM;MOTOR BARU
1735;27;P;PEG.SWASTA FORMAL;4300000;03. JATIM;MOTOR BARU
1736;19;P;PEG.SWASTA NON FORMAL;3300000;03. JATIM;MOTOR BARU
1737;25;L;PEG.SWASTA FORMAL;3100000;08. SUMATERA UTARA;MOTOR BARU
1738;50;L;WIRASWASTA NON FORMAL;9000000;08. SUMATERA UTARA;2W_MPL
1739;45;P;WIRASWASTA NON FORMAL;3000000;08. SUMATERA UTARA;2W_MPL
1740;44;L;WIRASWASTA FORMAL;5000000;07. BALI & NTT/B;MOTOR BEKAS
1741;53;P;WIRASWASTA NON FORMAL;8000000;04. JATENG;MOTOR BARU
1742;41;L;PEG.NEGERI;6000000;04. JATENG;MOTOR BARU
1743;21;L;PEG.SWASTA FORMAL;3100000;08. SUMATERA UTARA;2W_MPL
1744;25;L;PEG.SWASTA FORMAL;3000000;08. SUMATERA UTARA;MOTOR BARU
1745;34;L;WIRASWASTA NON FORMAL;4500000;04. JATENG;MOTOR BARU
1746;55;P;WIRASWASTA NON FORMAL;3750000;04. JATENG;MOTOR BARU
1747;24;L;WIRASWASTA NON FORMAL;4000000;04. JATENG;MOTOR BARU
1748;30;P;WIRASWASTA NON FORMAL;4500000;03. JATIM;MOTOR BARU
1749;36;L;WIRASWASTA NON FORMAL;5500000;03. JATIM;MOTOR BARU
1750;29;L;PEG.SWASTA FORMAL;4500000;03. JATIM;MOTOR BARU
1751;34;L;PEG.SWASTA NON FORMAL;3000000;03. JATIM;MOTOR BEKAS
1752;32;L;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;2W_MPL
1753;46;L;PEG.NEGERI;4100000;01. JABOTABEK;MOTOR BEKAS
1754;21;L;PEG.SWASTA FORMAL;6000000;04. JATENG;MOTOR BARU
1755;22;P;PEG.SWASTA FORMAL;4000000;04. JATENG;MOTOR BARU
1756;27;P;WIRASWASTA NON FORMAL;1996750;04. JATENG;MOTOR BARU
1757;54;L;WIRASWASTA NON FORMAL;3300000;04. JATENG;MOTOR BARU
1758;31;L;WIRASWASTA NON FORMAL;4200000;03. JATIM;2W_MPL
1759;24;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
1760;31;P;PEG.SWASTA NON FORMAL;3000000;04. JATENG;2W_MPL
1761;35;L;PEG.SWASTA NON FORMAL;3500000;04. JATENG;MOTOR BARU
1762;21;L;PEG.SWASTA FORMAL;3500000;04. JATENG;MOTOR BARU
1763;38;L;PEG.SWASTA NON FORMAL;2300000;04. JATENG;MOTOR BEKAS
1764;36;L;WIRASWASTA NON FORMAL;4100000;04. JATENG;MOTOR BARU
1765;49;P;WIRASWASTA NON FORMAL;3100000;04. JATENG;MOTOR BEKAS
1766;49;P;PEG.SWASTA NON FORMAL;2000000;03. JATIM;MOTOR BARU
1767;37;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
1768;30;L;WIRASWASTA NON FORMAL;2100000;03. JATIM;MOTOR BEKAS
1769;28;L;PEG.SWASTA NON FORMAL;2100000;03. JATIM;2W_MPL
1770;36;L;WIRASWASTA NON FORMAL;2400000;03. JATIM;MOTOR BARU
1771;28;L;PEG.SWASTA FORMAL;2000000;04. JATENG;MOTOR BARU
1772;33;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
1773;45;P;PEG.SWASTA NON FORMAL;2800000;03. JATIM;MOTOR BEKAS
1774;41;L;WIRASWASTA NON FORMAL;6000000;02. JABAR;MOTOR BARU
1775;47;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BARU
1776;21;L;WIRASWASTA NON FORMAL;2300000;03. JATIM;2W_MPL
1777;19;L;PEG.SWASTA FORMAL;2800000;03. JATIM;MOTOR BARU
1778;44;L;WIRASWASTA NON FORMAL;3750000;03. JATIM;MOTOR BARU
1779;24;L;PEG.SWASTA FORMAL;4200000;03. JATIM;MOTOR BARU
1780;36;L;WIRASWASTA NON FORMAL;2360000;03. JATIM;MOTOR BARU
1781;49;L;WIRASWASTA NON FORMAL;2800000;03. JATIM;MOTOR BARU
1782;22;L;PEG.SWASTA NON FORMAL;4350000;03. JATIM;MOTOR BARU
1783;41;L;WIRASWASTA NON FORMAL;3000000;03. JATIM;MOTOR BARU
1784;42;L;WIRASWASTA NON FORMAL;3240000;03. JATIM;MOTOR BARU
1785;37;L;WIRASWASTA FORMAL;15000000;03. JATIM;MOTOR BARU
1786;36;L;WIRASWASTA FORMAL;15000000;03. JATIM;MOTOR BARU
1787;53;L;PEG.SWASTA FORMAL;4500000;03. JATIM;MOTOR BARU
1788;34;P;PEG.SWASTA FORMAL;4500000;03. JATIM;MOTOR BARU
1789;30;P;PEG.SWASTA FORMAL;11882600;03. JATIM;MOBIL BARU
1790;31;L;PEG.SWASTA FORMAL;2400000;03. JATIM;MOTOR BARU
1791;25;P;PEG.SWASTA FORMAL;3900000;03. JATIM;MOTOR BARU
1792;54;P;WIRASWASTA NON FORMAL;4000000;02. JABAR;MOTOR BEKAS
1793;46;L;WIRASWASTA NON FORMAL;4200000;03. JATIM;MOTOR BARU
1794;23;P;PEG.SWASTA NON FORMAL;2000000;03. JATIM;MOTOR BARU
1795;24;P;PEG.SWASTA NON FORMAL;2240000;03. JATIM;MOTOR BARU
1796;26;L;PEG.SWASTA FORMAL;6200000;03. JATIM;MOTOR BEKAS
1797;21;L;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
1798;31;L;PEG.SWASTA FORMAL;3062500;03. JATIM;MOTOR BARU
1799;25;L;PEG.SWASTA FORMAL;4500000;01. JABOTABEK;MOTOR BARU
1800;43;P;WIRASWASTA NON FORMAL;7500000;01. JABOTABEK;MOTOR BARU
1801;39;L;WIRASWASTA FORMAL;5000000;01. JABOTABEK;MOTOR BARU
1802;23;P;PEG.SWASTA FORMAL;3800000;01. JABOTABEK;MOTOR BARU
1803;28;L;WIRASWASTA NON FORMAL;3700000;09. SUMATERA SELATAN;MOTOR BARU
1804;47;L;WIRASWASTA NON FORMAL;2080000;09. SUMATERA SELATAN;MOTOR BEKAS
1805;30;L;PEG.SWASTA FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BARU
1806;21;L;WIRASWASTA NON FORMAL;2500000;08. SUMATERA UTARA;MOTOR BEKAS
1807;54;L;WIRASWASTA NON FORMAL;3400000;08. SUMATERA UTARA;MOTOR BARU
1808;34;L;PEG.SWASTA FORMAL;3100000;03. JATIM;MOTOR BARU
1809;41;L;WIRASWASTA NON FORMAL;5000000;09. SUMATERA SELATAN;MOTOR BARU
1810;53;L;PEG.NEGERI;5000000;08. SUMATERA UTARA;MOTOR BARU
1811;51;L;PEG.SWASTA NON FORMAL;4160000;08. SUMATERA UTARA;MOTOR BARU
1812;25;L;WIRASWASTA NON FORMAL;3500000;08. SUMATERA UTARA;MOTOR BEKAS
1813;32;L;WIRASWASTA NON FORMAL;7040000;08. SUMATERA UTARA;MOTOR BEKAS
1814;52;P;PEG.NEGERI;3500000;08. SUMATERA UTARA;MOTOR BARU
1815;34;L;WIRASWASTA NON FORMAL;4000000;08. SUMATERA UTARA;2W_MPL
1816;31;P;PEG.NEGERI;5000000;08. SUMATERA UTARA;MOTOR BARU
1817;46;P;PEG.SWASTA NON FORMAL;2000000;03. JATIM;2W_MPL
1818;39;P;PEG.SWASTA NON FORMAL;8000000;03. JATIM;MOTOR BARU
1819;25;L;WIRASWASTA NON FORMAL;3260000;08. SUMATERA UTARA;MOTOR BARU
1820;40;L;PEG.SWASTA FORMAL;26919939;06. SULAWESI;DURABLE
1821;35;L;WIRASWASTA FORMAL;25459858;08. SUMATERA UTARA;MOBIL BARU
1822;36;L;WIRASWASTA NON FORMAL;2540000;09. SUMATERA SELATAN;MOTOR BARU
1823;50;P;WIRASWASTA NON FORMAL;3580000;08. SUMATERA UTARA;MOTOR BARU
1824;33;L;WIRASWASTA NON FORMAL;4200000;08. SUMATERA UTARA;MOTOR BARU
1825;33;L;PEG.SWASTA FORMAL;3200000;08. SUMATERA UTARA;MOTOR BEKAS
1826;45;L;WIRASWASTA FORMAL;5460000;08. SUMATERA UTARA;MOTOR BARU
1827;39;P;WIRASWASTA NON FORMAL;3300000;08. SUMATERA UTARA;MOTOR BEKAS
1828;33;L;PEG.SWASTA FORMAL;6500000;05. KALIMANTAN;MOTOR BARU
1829;38;P;PEG.NEGERI;2762800;06. SULAWESI;DURABLE
1830;37;P;WIRASWASTA NON FORMAL;6000000;06. SULAWESI;MOTOR BARU
1831;48;L;WIRASWASTA NON FORMAL;4500000;05. KALIMANTAN;MOTOR BARU
1832;55;L;WIRASWASTA NON FORMAL;5250000;05. KALIMANTAN;MOTOR BARU
1833;39;L;WIRASWASTA NON FORMAL;4000000;05. KALIMANTAN;MOTOR BARU
1834;55;L;WIRASWASTA NON FORMAL;10080000;09. SUMATERA SELATAN;MOTOR BARU
1835;39;L;PEG.SWASTA FORMAL;4500000;04. JATENG;MOTOR BARU
1836;41;P;PEG.SWASTA FORMAL;3800000;04. JATENG;MOTOR BARU
1837;18;L;PEG.SWASTA FORMAL;3500000;04. JATENG;MOTOR BEKAS
1838;40;P;PEG.SWASTA FORMAL;3800000;08. SUMATERA UTARA;MOTOR BARU
1839;22;L;PEG.SWASTA FORMAL;2200000;08. SUMATERA UTARA;2W_MPL
1840;35;L;PEG.SWASTA FORMAL;3000000;08. SUMATERA UTARA;2W_MPL
